64ef3d0db7ef5b7a91e8d7c7,baseline,inputtype04,灌溉水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c7,baseline,inputtype09,肥料,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c7,baseline,inputtype11,雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c7,baseline,inputtype13,耕耘機,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c7,baseline,inputtype12,農作用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c8,baseline,inputtype04,灌溉水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c8,baseline,inputtype02,種苗,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c8,baseline,inputtype03,土壤,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c8,baseline,inputtype13,曳引機及耕耘機,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c8,baseline,inputtype12,農作用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c9,baseline,inputtype11,雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c9,baseline,inputtype04,灌溉水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c9,baseline,inputtype08,化學肥料,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c9,baseline,inputtype11,病蟲及雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7c9,baseline,inputtype12,農具及作業用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7ca,baseline,inputtype12,農具及作業用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cb,baseline,inputtype20,運輸車輛,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cc,baseline,inputtype04,加工用水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cc,baseline,inputtype14,採後處理資材,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cd,baseline,inputtype18,貯藏設備,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cd,baseline,inputtype11,防蟲劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cd,baseline,inputtype12,作業用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cd,baseline,inputtype14,稻米容器,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7ce,baseline,inputtype12,包裝用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7ce,baseline,inputtype19,包裝材料,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7cf,baseline,inputtype20,商品運輸車輛,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d0,revise,inputtype04,灌溉水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d0,revise,inputtype09,生物炭,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d0,revise,inputtype11,雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d0,revise,inputtype13,耕耘機,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d0,revise,inputtype12,農作用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d1,revise,inputtype11,雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d1,revise,inputtype04,灌溉水,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d1,revise,inputtype09,鳳梨有機質液肥,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d1,revise,inputtype11,病蟲及雜草防治劑,64ec4bf4296c6fbdc4727e99,仿真案例,,,
64ef3d0db7ef5b7a91e8d7d1,revise,inputtype12,農具及作業用具,64ec4bf4296c6fbdc4727e99,仿真案例,,,
